Treatment,Level,Replicate,Time,Frame,Side,Bees,Surface cm2,Beespercm2,Brood,Surface cm2,Broodpercm2,,#of Bees,,
Dhigh,High,1,1,10,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,1,1,10,B,0.1,56.5,78.535,0,0,0,,78.535,total:,5418.915
Dhigh,High,2,1,1,A,0,0,0,0,0,0,,0,,
Dhigh,High,2,1,1,B,0,0,0,0,0,0,,0,,
Dhigh,High,2,1,2,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,2,1,2,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,2,1,3,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,2,1,3,B,0,0,0,0,0,0,,0,,
Dhigh,High,2,1,4,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,2,1,4,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,2,1,5,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dhigh,High,2,1,5,B,0.1,56.5,78.535,0.2,113,418.1,,78.535,,
Dhigh,High,2,1,6,A,0.15,84.75,117.8025,0.35,197.75,731.675,,117.8025,,
Dhigh,High,2,1,6,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dhigh,High,2,1,7,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Dhigh,High,2,1,7,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dhigh,High,2,1,8,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dhigh,High,2,1,8,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,2,1,9,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,2,1,9,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,2,1,10,A,0,0,0,0,0,0,,0,,
Dhigh,High,2,1,10,B,0,0,0,0,0,0,,0,,
Dhigh,High,2,1,1,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,2,1,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,2,1,2,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,2,1,2,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,2,1,3,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,2,1,3,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,2,1,4,A,0.3,169.5,235.605,0,0,0,,235.605,,
Dhigh,High,2,1,4,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dhigh,High,2,1,5,A,0.3,169.5,235.605,0.3,169.5,627.15,,235.605,,
Dhigh,High,2,1,5,B,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Dhigh,High,2,1,6,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Dhigh,High,2,1,6,B,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Dhigh,High,2,1,7,A,0.4,226,314.14,0.3,169.5,627.15,,314.14,,
Dhigh,High,2,1,7,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dhigh,High,2,1,8,A,0.3,169.5,235.605,0.2,113,418.1,,235.605,,
Dhigh,High,2,1,8,B,0.2,113,157.07,0.1,56.5,209.05,,157.07,,
Dhigh,High,2,1,9,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,2,1,9,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,2,1,10,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,2,1,10,B,0.1,56.5,78.535,0,0,0,,78.535,total:,4005.285
Dhigh,High,3,1,1,A,0.3,169.5,235.605,0,0,0,,235.605,,
Dhigh,High,3,1,1,B,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,2,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,2,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dhigh,High,3,1,3,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,3,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dhigh,High,3,1,4,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dhigh,High,3,1,4,B,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,5,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,3,1,5,B,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,6,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,3,1,6,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,3,1,7,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Dhigh,High,3,1,7,B,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,8,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,3,1,8,B,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,9,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Dhigh,High,3,1,9,B,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,3,1,10,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,10,B,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,1,A,0.1,56.5,78.535,0,0,0,,78.535,,
Dhigh,High,3,1,1,B,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,2,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,2,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dhigh,High,3,1,3,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,3,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dhigh,High,3,1,4,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dhigh,High,3,1,4,B,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dhigh,High,3,1,5,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Dhigh,High,3,1,5,B,0.3,169.5,235.605,0.3,169.5,627.15,,235.605,,
Dhigh,High,3,1,6,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Dhigh,High,3,1,6,B,0.4,226,314.14,0.2,113,418.1,,314.14,,
Dhigh,High,3,1,7,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,7,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dhigh,High,3,1,8,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,8,B,0.4,226,314.14,0,0,0,,314.14,,
Dhigh,High,3,1,9,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,9,B,0.3,169.5,235.605,0,0,0,,235.605,,
Dhigh,High,3,1,10,A,0.3,169.5,235.605,0,0,0,,235.605,,
Dhigh,High,3,1,10,B,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,1,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,1,B,0.4,226,314.14,0,0,0,,314.14,,
Dhigh,High,3,1,2,A,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Dhigh,High,3,1,2,B,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Dhigh,High,3,1,3,A,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Dhigh,High,3,1,3,B,0.4,226,314.14,0.4,226,836.2,,314.14,,
Dhigh,High,3,1,4,A,0.2,113,157.07,0,0,0,,157.07,,
Dhigh,High,3,1,4,B,0.3,169.5,235.605,0.3,169.5,627.15,,235.605,,
Dhigh,High,3,1,5,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Dhigh,High,3,1,5,B,0.3,169.5,235.605,0.2,113,418.1,,235.605,,
Dhigh,High,3,1,6,A,0.1,56.5,78.535,0.2,113,418.1,,78.535,,
Dhigh,High,3,1,6,B,0.3,169.5,235.605,0.3,169.5,627.15,,235.605,,
Dhigh,High,3,1,7,A,0.3,169.5,235.605,0.2,113,418.1,,235.605,,
Dhigh,High,3,1,7,B,0.4,226,314.14,0.2,113,418.1,,314.14,,
Dhigh,High,3,1,8,A,0.3,169.5,235.605,0,0,0,,235.605,,
Dhigh,High,3,1,8,B,0.4,226,314.14,0,0,0,,314.14,,
Dhigh,High,3,1,9,A,0.4,226,314.14,0.4,226,836.2,,314.14,,
Dhigh,High,3,1,9,B,0.4,226,314.14,0.3,169.5,627.15,,314.14,,
Dhigh,High,3,1,10,A,0.3,169.5,235.605,0,0,0,,235.605,,
Dhigh,High,3,1,10,B,0.2,113,157.07,0,0,0,,157.07,total:,11269.7725
Control,Control,1,2,1,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,1,2,1,B,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,1,2,2,A,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,1,2,2,B,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,1,2,3,A,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,1,2,3,B,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,1,2,4,A,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,1,2,4,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,1,2,5,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,1,2,5,B,0.05,28.25,39.2675,0.3,169.5,627.15,,39.2675,,
Control,Control,1,2,6,A,0.15,84.75,117.8025,0.25,141.25,522.625,,117.8025,,
Control,Control,1,2,6,B,0.1,56.5,78.535,0.4,226,836.2,,78.535,,
Control,Control,1,2,7,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Control,Control,1,2,7,B,0.1,56.5,78.535,0.4,226,836.2,,78.535,,
Control,Control,1,2,8,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Control,Control,1,2,8,B,0.1,56.5,78.535,0.4,226,836.2,,78.535,,
Control,Control,1,2,9,A,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Control,Control,1,2,9,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,1,2,10,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,1,2,10,B,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,1,2,1,A,0.2,113,157.07,0,0,0,,157.07,,
Control,Control,1,2,1,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,1,2,2,A,0.15,84.75,117.8025,0.15,84.75,313.575,,117.8025,,
Control,Control,1,2,2,B,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Control,Control,1,2,3,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Control,Control,1,2,3,B,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Control,Control,1,2,4,A,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Control,Control,1,2,4,B,0.15,84.75,117.8025,0.15,84.75,313.575,,117.8025,,
Control,Control,1,2,5,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Control,Control,1,2,5,B,0.15,84.75,117.8025,0.35,197.75,731.675,,117.8025,,
Control,Control,1,2,6,A,0.25,141.25,196.3375,0.4,226,836.2,,196.3375,,
Control,Control,1,2,6,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Control,Control,1,2,7,A,0.2,113,157.07,0.45,254.25,940.725,,157.07,,
Control,Control,1,2,7,B,0.2,113,157.07,0.45,254.25,940.725,,157.07,,
Control,Control,1,2,8,A,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Control,Control,1,2,8,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Control,Control,1,2,9,A,0.3,169.5,235.605,0,0,0,,235.605,,
Control,Control,1,2,9,B,0.25,141.25,196.3375,0,0,0,,196.3375,,
Control,Control,1,2,10,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,1,2,10,B,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,1,2,1,A,0.2,113,157.07,0,0,0,,157.07,,
Control,Control,1,2,1,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,1,2,2,A,0.25,141.25,196.3375,0.35,197.75,731.675,,196.3375,,
Control,Control,1,2,2,B,0.2,113,157.07,0.2,113,418.1,,157.07,,
Control,Control,1,2,3,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Control,Control,1,2,3,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,1,2,4,A,0.2,113,157.07,0.45,254.25,940.725,,157.07,,
Control,Control,1,2,4,B,0.15,84.75,117.8025,0.45,254.25,940.725,,117.8025,,
Control,Control,1,2,5,A,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Control,Control,1,2,5,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Control,Control,1,2,6,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Control,Control,1,2,6,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Control,Control,1,2,7,A,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Control,Control,1,2,7,B,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Control,Control,1,2,8,A,0.25,141.25,196.3375,0.4,226,836.2,,196.3375,,
Control,Control,1,2,8,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Control,Control,1,2,9,A,0.25,141.25,196.3375,0.4,226,836.2,,196.3375,,
Control,Control,1,2,9,B,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Control,Control,1,2,10,A,0.2,113,157.07,0,0,0,,157.07,,
Control,Control,1,2,10,B,0.3,169.5,235.605,0,0,0,,235.605,total:,7853.5
Control,Control,2,2,1,A,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,2,2,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,2,2,2,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,2,2,2,B,0.15,84.75,117.8025,0.15,84.75,313.575,,117.8025,,
Control,Control,2,2,3,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Control,Control,2,2,3,B,0.15,84.75,117.8025,0.35,197.75,731.675,,117.8025,,
Control,Control,2,2,4,A,0.2,113,157.07,0.45,254.25,940.725,,157.07,,
Control,Control,2,2,4,B,0.15,84.75,117.8025,0.45,254.25,940.725,,117.8025,,
Control,Control,2,2,5,A,0.15,84.75,117.8025,0.45,254.25,940.725,,117.8025,,
Control,Control,2,2,5,B,0.2,113,157.07,0.45,254.25,940.725,,157.07,,
Control,Control,2,2,6,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Control,Control,2,2,6,B,0.1,56.5,78.535,0.3,169.5,627.15,,78.535,,
Control,Control,2,2,7,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,2,2,7,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,2,2,8,A,0,0,0,0,0,0,,0,,
Control,Control,2,2,8,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,2,2,9,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,2,2,9,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,2,2,10,A,0,0,0,0,0,0,,0,,
Control,Control,2,2,10,B,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,2,2,1,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,2,2,1,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,2,2,2,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Control,Control,2,2,2,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Control,Control,2,2,3,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Control,Control,2,2,3,B,0.15,84.75,117.8025,0.35,197.75,731.675,,117.8025,,
Control,Control,2,2,4,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Control,Control,2,2,4,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Control,Control,2,2,5,A,0.15,84.75,117.8025,0.35,197.75,731.675,,117.8025,,
Control,Control,2,2,5,B,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Control,Control,2,2,6,A,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Control,Control,2,2,6,B,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Control,Control,2,2,7,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,2,2,7,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,2,2,8,A,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,2,2,8,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,2,2,9,A,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,2,2,9,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,2,2,10,A,0,0,0,0,0,0,,0,,
Control,Control,2,2,10,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,2,2,1,A,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,2,2,1,B,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,2,2,2,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,2,2,2,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,2,2,3,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,2,2,3,B,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,2,2,4,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,2,2,4,B,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,2,2,5,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,2,2,5,B,0,0,0,0,0,0,,0,,
Control,Control,2,2,6,A,0,0,0,0,0,0,,0,,
Control,Control,2,2,6,B,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,2,2,7,A,0.1,56.5,78.535,0.3,169.5,627.15,,78.535,,
Control,Control,2,2,7,B,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Control,Control,2,2,8,A,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,2,2,8,B,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,2,2,9,A,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,2,2,9,B,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,2,2,10,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,2,2,10,B,0.05,28.25,39.2675,0,0,0,,39.2675,total:,5144.0425
Control,Control,3,2,1,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,3,2,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,3,2,2,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,3,2,2,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,3,2,3,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,3,2,3,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,3,2,4,A,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,3,2,4,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,3,2,5,A,0.15,84.75,117.8025,0.05,28.25,104.525,,117.8025,,
Control,Control,3,2,5,B,0.1,56.5,78.535,0.05,28.25,104.525,,78.535,,
Control,Control,3,2,6,A,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Control,Control,3,2,6,B,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Control,Control,3,2,7,A,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Control,Control,3,2,7,B,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Control,Control,3,2,8,A,0.15,84.75,117.8025,0.1,56.5,209.05,,117.8025,,
Control,Control,3,2,8,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Control,Control,3,2,9,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,3,2,9,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,3,2,10,A,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,3,2,10,B,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,3,2,1,A,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,3,2,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,3,2,2,A,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,3,2,2,B,0.2,113,157.07,0,0,0,,157.07,,
Control,Control,3,2,3,A,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Control,Control,3,2,3,B,0.2,113,157.07,0.2,113,418.1,,157.07,,
Control,Control,3,2,4,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Control,Control,3,2,4,B,0.2,113,157.07,0.15,84.75,313.575,,157.07,,
Control,Control,3,2,5,A,0.2,113,157.07,0.15,84.75,313.575,,157.07,,
Control,Control,3,2,5,B,0.2,113,157.07,0.2,113,418.1,,157.07,,
Control,Control,3,2,6,A,0.15,84.75,117.8025,0.15,84.75,313.575,,117.8025,,
Control,Control,3,2,6,B,0.2,113,157.07,0,0,0,,157.07,,
Control,Control,3,2,7,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Control,Control,3,2,7,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,3,2,8,A,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,3,2,8,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,3,2,9,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,3,2,9,B,0.1,56.5,78.535,0,0,0,,78.535,,
Control,Control,3,2,10,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Control,Control,3,2,10,B,0.1,56.5,78.535,0,0,0,,78.535,total:,3730.4125
Flow,Low,1,2,1,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Flow,Low,1,2,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Flow,Low,1,2,2,A,0,0,0,0,0,0,,0,,
Flow,Low,1,2,2,B,0,0,0,0,0,0,,0,,
Flow,Low,1,2,3,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Flow,Low,1,2,3,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Flow,Low,1,2,4,A,0.1,56.5,78.535,0,0,0,,78.535,,
Flow,Low,1,2,4,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Flow,Low,1,2,5,A,0.05,28.25,39.2675,0.3,169.5,627.15,,39.2675,,
Flow,Low,1,2,5,B,0.1,56.5,78.535,0.3,169.5,627.15,,78.535,,
Flow,Low,1,2,6,A,0.1,56.5,78.535,0.4,226,836.2,,78.535,,
Flow,Low,1,2,6,B,0.1,56.5,78.535,0.4,226,836.2,,78.535,,
Flow,Low,1,2,7,A,0.1,56.5,78.535,0.4,226,836.2,,78.535,,
Flow,Low,1,2,7,B,0.05,28.25,39.2675,0.1,56.5,209.05,,39.2675,,
Flow,Low,1,2,8,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Flow,Low,1,2,8,B,0.1,56.5,78.535,0,0,0,,78.535,,
Flow,Low,1,2,9,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Flow,Low,1,2,9,B,0,0,0,0,0,0,,0,,
Flow,Low,1,2,10,A,0,0,0,0,0,0,,0,,
Flow,Low,1,2,10,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Flow,Low,1,2,1,A,0,0,0,0,0,0,,0,,
Flow,Low,1,2,1,B,0,0,0,0,0,0,,0,,
Flow,Low,1,2,2,A,0,0,0,0,0,0,,0,,
Flow,Low,1,2,2,B,0,0,0,0,0,0,,0,,
Flow,Low,1,2,3,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Flow,Low,1,2,3,B,0,0,0,0,0,0,,0,,
Flow,Low,1,2,4,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,1,2,4,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Flow,Low,1,2,5,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Flow,Low,1,2,5,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Flow,Low,1,2,6,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Flow,Low,1,2,6,B,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Flow,Low,1,2,7,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Flow,Low,1,2,7,B,0.1,56.5,78.535,0,0,0,,78.535,,
Flow,Low,1,2,8,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Flow,Low,1,2,8,B,0.1,56.5,78.535,0,0,0,,78.535,,
Flow,Low,1,2,9,A,0,0,0,0,0,0,,0,,
Flow,Low,1,2,9,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Flow,Low,1,2,10,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Flow,Low,1,2,10,B,0,0,0,0,0,0,,0,total:,2002.6425
Flow,Low,2,2,1,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,1,B,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,2,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,2,B,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Flow,Low,2,2,3,A,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Flow,Low,2,2,3,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Flow,Low,2,2,4,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Flow,Low,2,2,4,B,0.15,84.75,117.8025,0.35,197.75,731.675,,117.8025,,
Flow,Low,2,2,5,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Flow,Low,2,2,5,B,0.15,84.75,117.8025,0.15,84.75,313.575,,117.8025,,
Flow,Low,2,2,6,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,6,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,7,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,7,B,0.15,84.75,117.8025,0.15,84.75,313.575,,117.8025,,
Flow,Low,2,2,8,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,8,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,9,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,9,B,0.25,141.25,196.3375,0,0,0,,196.3375,,
Flow,Low,2,2,10,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,10,B,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,1,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,1,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,2,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,2,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,3,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Flow,Low,2,2,3,B,0.15,84.75,117.8025,0.1,56.5,209.05,,117.8025,,
Flow,Low,2,2,4,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,4,B,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,5,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,5,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,6,A,0.2,113,157.07,0.1,56.5,209.05,,157.07,,
Flow,Low,2,2,6,B,0.2,113,157.07,0.1,56.5,209.05,,157.07,,
